iter	F1	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false
436	0.776970429	0.3987663803	0.816516555	0.8385802635
437	0.7770471041	0.3986836185	0.816620725	0.8387523528
438	0.7771066732	0.3985564483	0.8166607904	0.8387738639
439	0.7773297491	0.3985055254	0.8168050258	0.8388383974
440	0.7773741466	0.3984685884	0.816829065	0.8388383974
441	0.7771722986	0.398444834	0.81667281	0.8387093305
442	0.7774407315	0.3982363049	0.8168651239	0.8388383974
443	0.7774109673	0.3981516105	0.8168450912	0.8388276418
444	0.7775234942	0.3980941167	0.8169412481	0.8389244421
445	0.7777323362	0.3980389266	0.8170934966	0.8390319978
446	0.7776733587	0.3979793961	0.8170654508	0.8390427534
447	0.7775911183	0.3979144266	0.8170013462	0.8389889755
448	0.7778664901	0.3978470579	0.8171896535	0.8390965313
449	0.7778670367	0.3978009345	0.8172016731	0.8391287981
450	0.7777474828	0.3977281228	0.8171095227	0.839053509
451	0.7777988735	0.3977134279	0.8171295554	0.8390319978
452	0.7780146608	0.3976182174	0.8172777974	0.8391180425
453	0.7779411335	0.3975659721	0.8172457451	0.8391395536
454	0.7780542072	0.3974906247	0.8173539216	0.8392686206
455	0.7780763763	0.3974301426	0.8173659412	0.8392686206
456	0.7782029189	0.3973762986	0.8174540851	0.8393223985
457	0.778128286	0.3973579826	0.8173979935	0.8392793762
458	0.7782839787	0.397294764	0.8174941505	0.8393116429
459	0.778246099	0.3972288062	0.8174540851	0.839257865
460	0.7782455287	0.3970948616	0.8174420655	0.8392255983
461	0.7783125611	0.3970598103	0.8174901439	0.839257865
462	0.7784093121	0.3970377313	0.8175582551	0.8393008873
463	0.7786185251	0.3968377459	0.8177225232	0.8394407099
464	0.7785812304	0.3968126121	0.8176944774	0.8394191987
465	0.7785684387	0.3967428261	0.8177265297	0.8395267545
466	0.7786278862	0.3967171222	0.8177665951	0.8395482657
467	0.7785678479	0.3966774297	0.8177145101	0.8394944878
468	0.7786209011	0.396522967	0.8177706016	0.8395697768
469	0.7787707104	0.3964633004	0.8178948043	0.8396880882
470	0.7786593974	0.3964190161	0.8178226866	0.8396558215
471	0.7786961051	0.3963645304	0.8178387128	0.8396450659
472	0.7787170465	0.3963263812	0.8178266932	0.8395805324
473	0.7789180693	0.3962847328	0.8179709286	0.8396773326
474	0.7790602616	0.3962177149	0.8180871182	0.8397848884
475	0.7791936088	0.3961772421	0.8181712555	0.8398171551
476	0.7791481184	0.3961485557	0.818123177	0.8397526217
477	0.7790381368	0.3961055694	0.8180750986	0.8397848884
478	0.7791632813	0.3960640847	0.8181392032	0.8397741328
479	0.779253003	0.3960458537	0.8182113209	0.8398386663
480	0.7792675333	0.3959942077	0.8182153274	0.8398279107
481	0.7796920144	0.3957849905	0.8185278374	0.8400537779
482	0.7796920144	0.3957467827	0.8185278374	0.8400537779
483	0.7796768451	0.3955765792	0.8185118113	0.8400322667
484	0.7796857518	0.3954257887	0.8185438636	0.8401075558
485	0.7796953228	0.3953178466	0.8185879355	0.8402151116
486	0.7797256728	0.3952868007	0.8186199878	0.8402581339
487	0.7797395192	0.3952347464	0.8186119747	0.8402151116
488	0.7797919647	0.3951810971	0.8186560467	0.8402581339
489	0.7797167585	0.3951598338	0.8185879355	0.8401828449
490	0.779835481	0.3951153406	0.8186680663	0.8402258672
491	0.7797843771	0.395089278	0.8186480336	0.8402473783
492	0.7799100085	0.3949825568	0.8187241578	0.8402688895
493	0.7799900787	0.3948924739	0.8187522036	0.8402258672
494	0.7801176986	0.3948624054	0.8188643867	0.8403441785
495	0.7801101103	0.3948332535	0.8188563736	0.840333423
496	0.780125287	0.3947892308	0.8188723998	0.8403549341
497	0.7800728567	0.3947292261	0.8188283278	0.8403119118
498	0.7802363468	0.394680184	0.8189445175	0.8403872009
499	0.7803646728	0.3946310322	0.8190687202	0.840537779
500	0.7803426037	0.3945267318	0.8190567005	0.840537779
501	0.7804633652	0.3944515978	0.8191728902	0.8406776015
502	0.7804757065	0.3944074721	0.8191408378	0.8405700457
503	0.7804923128	0.3943243581	0.8191809032	0.8406560903
504	0.7804716687	0.3942517557	0.8191929229	0.8407206238
505	0.7805013304	0.3942106707	0.8192129555	0.8407313794
506	0.7805819954	0.3941365251	0.8192530209	0.8407206238
507	0.7806358719	0.3940463042	0.8193211321	0.8408281796
508	0.780480685	0.3939201944	0.8192249752	0.8407959129
509	0.7806159685	0.3937899846	0.8193451713	0.8409249798
510	0.7806449102	0.393771208	0.8193531844	0.8409034687
511	0.7806821665	0.3937505192	0.8193812302	0.8409249798
512	0.7808061943	0.3937035611	0.8194333152	0.8408819575
513	0.7808647529	0.39364186	0.8194613609	0.8408712019
514	0.7809179202	0.3935600477	0.8195174525	0.840946491
515	0.7807628137	0.3935204065	0.8194212956	0.8409142243
516	0.7808076583	0.3934751618	0.8194573544	0.840946491
517	0.7808943959	0.3933522918	0.8194813936	0.8408819575
518	0.7809536777	0.3933161377	0.819521459	0.8409034687
519	0.7809103244	0.3932590134	0.8195094394	0.8409357354
520	0.7811474334	0.3931824721	0.819669701	0.84102178
521	0.7810874153	0.3931350066	0.8196176159	0.8409680022
522	0.7812279704	0.3930643681	0.8197097663	0.8410110245
523	0.7811314884	0.3930104285	0.8196416552	0.8409680022
524	0.7812811474	0.3929513227	0.8197658579	0.8410863135
525	0.7813928162	0.3928668853	0.8198499952	0.841150847
526	0.7813115376	0.3928199644	0.8197979102	0.8411293358
527	0.7812834329	0.3927268031	0.8198019167	0.8411831137
528	0.7812834329	0.3926878528	0.8198019167	0.8411831137
529	0.781313065	0.39268061	0.8198219494	0.8411938693
530	0.7811937715	0.3925723323	0.819729799	0.8411185803
531	0.7813419301	0.3924632677	0.8198299625	0.8411723582
532	0.7812317628	0.3924227941	0.8197698644	0.8411723582
533	0.7812089676	0.3923606534	0.8197458252	0.8411400914
534	0.7812689968	0.3923139697	0.8197979102	0.8411938693
535	0.7813875233	0.3922839371	0.819878041	0.8412368916
536	0.7814619772	0.3921411	0.8199341325	0.841279914
537	0.7813951227	0.3921277333	0.819886054	0.8412476472
538	0.7814467779	0.3920307511	0.8199181063	0.8412584028
539	0.7816625097	0.3919716248	0.8200783679	0.8413767142
540	0.7817581659	0.3919223577	0.8201344594	0.8413874697
541	0.7819086096	0.3917777132	0.8202706818	0.8415380479
542	0.7820210516	0.3917015496	0.8203668387	0.8416348481
543	0.7820658674	0.3916194084	0.8204028975	0.8416671148
544	0.7819754299	0.3915718991	0.8203187602	0.8415703146
545	0.7819442149	0.3915034315	0.8202746883	0.8414950255
546	0.7820610019	0.3914508163	0.8203307798	0.8414735144
547	0.7820762053	0.3914097477	0.820346806	0.8414950255
548	0.7820677925	0.3913154962	0.8203267733	0.8414520032
549	0.7820534005	0.391151812	0.8203227668	0.8414627588
550	0.7820534005	0.3911245311	0.8203227668	0.8414627588
551	0.7821193759	0.3910621959	0.8203588256	0.8414627588
552	0.7820973856	0.3910413738	0.820346806	0.8414627588
553	0.7822765618	0.3909865347	0.8204910414	0.8415918258
554	0.7821446277	0.3908888394	0.8204189237	0.8415918258
555	0.7822866392	0.3908409037	0.8205351133	0.8416993816
556	0.7825013607	0.3907906916	0.8206833552	0.8417854262
557	0.7824430263	0.3907374498	0.8206553095	0.8417961818
558	0.7824278153	0.3907144355	0.8206392833	0.8417746706
559	0.782679683	0.3906075399	0.820815571	0.8418822264
560	0.7826661677	0.3905499204	0.8208235841	0.8419252487
561	0.7827405395	0.3904982319	0.8208796756	0.841968271
562	0.7825410713	0.3903942098	0.8207474599	0.8419037376
563	0.7826898402	0.3903623319	0.8208596429	0.8419897822
564	0.782890996	0.3903152623	0.8210158979	0.8421188492
565	0.7828318421	0.3902682704	0.8209758326	0.842097338
566	0.7827887579	0.390231485	0.8209638129	0.8421296047
567	0.782713517	0.3901867607	0.8208957018	0.8420543157
568	0.7830034166	0.3901025563	0.8211120549	0.8422156494
569	0.7830397279	0.3900380006	0.821128081	0.8422048938
570	0.7831055997	0.3900013046	0.8211641399	0.8422048938
571	0.7830160257	0.3899571482	0.8210920222	0.8421403603
572	0.7831647279	0.3899374317	0.8212042053	0.8422264049
573	0.783408795	0.389753604	0.8213724799	0.8423232052
574	0.7833505813	0.3897130171	0.8213444341	0.8423339607
575	0.7834687939	0.3896508712	0.8214245649	0.8423769831
576	0.7834840189	0.3896228769	0.821440591	0.8423984942
577	0.7835440209	0.3895756897	0.821492676	0.8424522721
578	0.7836259583	0.3895192862	0.8215567807	0.84250605
579	0.7836555044	0.3894862952	0.8215768134	0.8425168056
580	0.7835668617	0.3894733968	0.8215167153	0.8424845389
581	0.7836954039	0.3894198201	0.821640918	0.842635117
582	0.7837468844	0.3893847934	0.8216729703	0.8426458725
583	0.7836819982	0.3893389117	0.8216489311	0.8426781393
584	0.7837182521	0.3893103682	0.8216649572	0.8426673837
585	0.7839202328	0.3892583161	0.8218332318	0.8428287174
586	0.7839059235	0.3892301405	0.8218292253	0.842839473
587	0.7839650146	0.3891780333	0.8218692907	0.8428609841
588	0.7841775196	0.3890874267	0.8219934934	0.8428824953
589	0.7841127171	0.3890061443	0.8219694541	0.842914762
590	0.7839984455	0.3889341244	0.821849258	0.8427534283
591	0.7840203632	0.3888844226	0.8218612776	0.8427534283
592	0.7839689094	0.3888399524	0.8218292253	0.8427426728
593	0.7842432485	0.3886816224	0.8220295522	0.8428824953
594	0.7842861097	0.3886159995	0.8220415718	0.8428502286
595	0.7843603852	0.3884700139	0.8220976634	0.8428932509
596	0.7843594301	0.3884258099	0.8220856438	0.8428609841
597	0.7843222952	0.3883795455	0.822057598	0.842839473
598	0.7844936847	0.3883441512	0.8221938203	0.8429577844
599	0.7845032321	0.3882648016	0.8222258726	0.8430330734
600	0.7846289075	0.3882134702	0.8223140165	0.8430868513
601	0.7845556095	0.388175755	0.8222699445	0.8430760957
602	0.7846812809	0.3881491636	0.8223580884	0.8431298736
603	0.7846736597	0.388118298	0.8223500753	0.843119118
604	0.7847346336	0.3880170286	0.8224141799	0.8432051627
605	0.784683232	0.3879692951	0.8223821276	0.8431944071
606	0.7847756916	0.3878315476	0.8224903042	0.8433557408
607	0.7848575967	0.3878030389	0.8225544088	0.8434095187
608	0.7851536698	0.3877329808	0.8227667553	0.8435493412
609	0.7851831706	0.3877144889	0.822786788	0.8435600968
610	0.7854114974	0.3876295599	0.8229390365	0.8436353859
611	0.7853362467	0.3875102425	0.8228709254	0.8435600968
612	0.7854999563	0.3873971068	0.8229991346	0.8436676526
613	0.7855436661	0.38733675	0.8230231738	0.8436676526
614	0.7855828385	0.3872577231	0.8230752588	0.8437536972
615	0.7855838707	0.3872104852	0.8230872784	0.843785964
616	0.7855925331	0.3871463429	0.8231073111	0.8438289863
617	0.7855325266	0.3870919086	0.8230552261	0.8437752084
618	0.7854877794	0.3870468254	0.8230191673	0.8437429417
619	0.7856220196	0.3869404151	0.8231273438	0.8438397419
620	0.7856449106	0.3869112046	0.8231513831	0.8438720086
621	0.7860128453	0.3868208925	0.8233957819	0.84399032
622	0.786029169	0.3866721531	0.8234238277	0.8440440979
623	0.7860902329	0.3866466004	0.8234879323	0.8441301425
624	0.7860225965	0.3865879498	0.8234278342	0.844065609
625	0.786200468	0.386528793	0.82356005	0.8441624092
626	0.7861131343	0.3864913733	0.8235119715	0.8441624092
627	0.786142604	0.3864380095	0.8235320042	0.8441731648
628	0.7861720722	0.3863996886	0.8235520369	0.8441839204
629	0.7862681031	0.386355234	0.8236201481	0.8442269427
630	0.7862091735	0.386350384	0.8235800827	0.8442054316
631	0.7862310045	0.3863174099	0.8235921023	0.8442054316
632	0.7865070349	0.38628476	0.8238164685	0.8444097876
633	0.7864186561	0.3862332856	0.8237563704	0.8443775208
634	0.7864852137	0.3861776315	0.8238044489	0.8444097876
635	0.7865299464	0.3861690135	0.8238405077	0.8444420543
636	0.7864699399	0.3860944101	0.8237884227	0.8443882764
637	0.7865943049	0.3859723624	0.8238645469	0.8444097876
638	0.7865419436	0.3859566838	0.823820475	0.8443667653
639	0.7866019417	0.3859497883	0.82387256	0.8444205432
640	0.7867862621	0.3858672349	0.8240007693	0.8444958322
641	0.7868887465	0.3858384403	0.8240648739	0.8445173434
642	0.7870457998	0.3858083177	0.8241970897	0.8446464103
643	0.7870305213	0.3857769136	0.8241810635	0.8446248992
644	0.7870687187	0.3857412291	0.8242211289	0.8446786771
645	0.7869073681	0.3857005505	0.8241169589	0.8446356547
646	0.7868615335	0.3856410908	0.8240688804	0.8445711213
647	0.7868561193	0.3855931916	0.8240849066	0.8446248992
648	0.7870556885	0.3855436523	0.824229142	0.8447216994
649	0.7871451246	0.3854985108	0.8243012597	0.8447862329
650	0.7871091759	0.3854604471	0.8242852335	0.8447969884
651	0.7871833331	0.3854263543	0.824341325	0.8448400108
652	0.7872639907	0.3853754975	0.82439341	0.8448615219
653	0.78739393	0.3853208653	0.8245296324	0.8450443668
654	0.7875051576	0.3852881167	0.8246137697	0.8451089002
655	0.787636992	0.3852517894	0.824697907	0.845141167
656	0.7877481885	0.3852228719	0.8247820443	0.8452057005
657	0.7876499592	0.3851569553	0.8246898939	0.8450981447
658	0.7876728949	0.3851038294	0.8247139331	0.8451304114
659	0.7880076093	0.3850459346	0.8249783647	0.8453562786
660	0.7879923132	0.3850112659	0.8249623385	0.8453347674
661	0.7878376083	0.3849699871	0.824854162	0.8452702339
662	0.7877393744	0.3849092319	0.8247620116	0.8451626781
663	0.7878646713	0.3848337302	0.8248501555	0.845216456
664	0.7878505535	0.3847799619	0.8248461489	0.8452272116
665	0.7880434783	0.3846904073	0.8249943908	0.845345523
666	0.7879834824	0.3846013559	0.8249423058	0.8452917451
667	0.7879770177	0.3845793877	0.8249463124	0.8453132563
668	0.7880740712	0.3845399437	0.8250264432	0.8453885453
669	0.788218685	0.3844955775	0.8251025674	0.8453777897
670	0.7882492783	0.3844209001	0.8251346197	0.845420812
671	0.7882774713	0.3843843621	0.8251426328	0.8453993009
672	0.7884972621	0.3843020615	0.8252868682	0.8454638344
673	0.7886377194	0.3842458391	0.8253910382	0.8455391234
674	0.7884014668	0.3841517782	0.825218757	0.845420812
675	0.7884972621	0.3841047191	0.8252868682	0.8454638344
676	0.7885021225	0.3840078478	0.8253349466	0.8455929013
677	0.7885391601	0.3839939487	0.8253629924	0.8456144125
678	0.7884409215	0.3839383373	0.825270842	0.8455068567
679	0.7885927205	0.3838996428	0.8254190839	0.8456897015
680	0.7885480295	0.3838871266	0.8253830251	0.8456574348
681	0.7887255615	0.3838628219	0.8255152409	0.845754235
682	0.7889196138	0.3837611723	0.8256755024	0.8459048131
683	0.7888238234	0.3837351844	0.8256073913	0.8458617908
684	0.7889489897	0.3836479744	0.8256955351	0.8459155687
685	0.7889554005	0.3835804831	0.8256915286	0.8458940575
686	0.7889489897	0.38354315	0.8256955351	0.8459155687
687	0.7890077373	0.3834753708	0.8257356005	0.8459370799
688	0.788963055	0.3834601746	0.8256995417	0.8459048131
689	0.7890971006	0.3834226889	0.8258077182	0.8460016133
690	0.789089445	0.3833745281	0.8257997051	0.8459908578
691	0.7890319513	0.3832643642	0.8257716593	0.8460016133
692	0.7891570941	0.383208477	0.8258598032	0.8460553912
693	0.7892796865	0.3830962768	0.8259239078	0.8460446357
694	0.7894456031	0.3830465481	0.8260761563	0.8462167249
695	0.7893856131	0.3830244282	0.8260240713	0.846162947
696	0.7894060419	0.3829759789	0.8260240713	0.8461306803
697	0.7895106964	0.3828998702	0.8261122151	0.8462167249
698	0.7896587344	0.3828202689	0.8262243982	0.8463027696
699	0.7896549383	0.3827277624	0.826252444	0.8463888142
700	0.789824672	0.3826521378	0.8263766467	0.8464748588
701	0.7897302567	0.3825918544	0.8263205551	0.8464641033
702	0.7898183088	0.3825639261	0.8263806532	0.84649637
703	0.7898425942	0.3825127553	0.8264167121	0.8465609035
704	0.7901806931	0.3824205085	0.8266530979	0.846700726
705	0.7900926811	0.3823132154	0.8265929998	0.8466684593
706	0.7900696906	0.3822634414	0.8265689605	0.8466361925
707	0.7901896785	0.3821823159	0.8266731305	0.8467437483
708	0.7902916859	0.3821485732	0.8267372352	0.8467652595
709	0.790322346	0.3821238993	0.8267692875	0.8468082818
710	0.7903516769	0.3820804688	0.8267893202	0.8468190374
711	0.7902763567	0.3820345802	0.826721209	0.8467437483
712	0.7901690691	0.3819308285	0.8266090259	0.8465931702
713	0.7902813671	0.3818563354	0.8267051829	0.8466899704
714	0.7903553472	0.3818195728	0.8267612744	0.8467329927
715	0.7904076646	0.3817659901	0.8268053463	0.8467760151
716	0.7904153293	0.3817457714	0.8268133594	0.8467867706
717	0.7905109595	0.3816840099	0.8268814706	0.846829793
718	0.7905772615	0.3816496155	0.826929549	0.8468620597
719	0.7903936695	0.3816034957	0.8268013398	0.8467867706
720	0.7904676477	0.3815282435	0.8268574313	0.846829793
721	0.7905736314	0.3814551442	0.8269575948	0.8469481043
722	0.7905073174	0.3814420868	0.8269095163	0.8469158376
723	0.7906742232	0.3813805874	0.8270096798	0.8469373487
724	0.7905389355	0.3813317333	0.8268894836	0.8468082818
725	0.7907621605	0.3812633898	0.8270697779	0.8469696155
726	0.7906155912	0.3811838775	0.8269696144	0.8469158376
727	0.7905646197	0.3811369722	0.8269375621	0.846905082
728	0.7907188706	0.3810804396	0.8270457386	0.8469696155
729	0.7907969064	0.3810434316	0.827137889	0.847109438
730	0.7910007126	0.3809929718	0.8272660983	0.8471524603
731	0.7908758151	0.3809686074	0.8271779544	0.8470986824
732	0.7910962888	0.3809056449	0.8273342094	0.8471954827
733	0.7911660795	0.3807992979	0.8273542421	0.8471417048
734	0.7911395473	0.3806765994	0.8273582487	0.8471954827
735	0.7912602306	0.3805810564	0.8274103337	0.8471524603
736	0.7913710897	0.3805396096	0.827494471	0.8472169938
737	0.7917530568	0.380454414	0.8277669156	0.8473890831
738	0.7916555617	0.3803303371	0.8277388698	0.8474643721
739	0.791547521	0.3802275466	0.8276787718	0.8474643721
740	0.7915580072	0.3801462493	0.8277108241	0.8475396612
741	0.7915273133	0.3801218857	0.8276787718	0.8474966389
742	0.7916598005	0.3800840559	0.8277749287	0.8475611724
743	0.7917922672	0.3800507407	0.8278710856	0.8476257058
744	0.7918090391	0.3800065015	0.8278991314	0.8476794837
745	0.7917965323	0.3799585106	0.8279071445	0.8477225061
746	0.7917010034	0.3799367365	0.8278390333	0.8476794837
747	0.7917783389	0.379874869	0.8278670791	0.8476364614
748	0.7919722003	0.3798124357	0.8280273406	0.8477870395
749	0.7919290031	0.379722127	0.8280033014	0.8477870395
750	0.7919659561	0.3796895972	0.8280313472	0.8478085507
751	0.7919534658	0.3796604896	0.8280393602	0.847851573
752	0.7921583832	0.3796101378	0.8281795891	0.8479268621
753	0.7920998425	0.3795961035	0.8281395237	0.8479053509
754	0.7922845789	0.3795183382	0.8282797526	0.8480129067
755	0.7923954078	0.379471045	0.8283638899	0.8480774402
756	0.7923507861	0.3794439477	0.828327831	0.8480451734
757	0.7924184489	0.3794108376	0.8283879291	0.8481097069
758	0.792403088	0.3794046199	0.8283719029	0.8480881958
759	0.7923584659	0.3793642276	0.8283358441	0.848055929
760	0.7924831851	0.379312797	0.8284239879	0.8481097069
761	0.7925095085	0.3792715557	0.8284199814	0.848055929
762	0.7924294256	0.3792467836	0.8283678964	0.8480344179
763	0.7924447847	0.3792429072	0.8283839226	0.848055929
764	0.7922908055	0.379201424	0.828275746	0.8479913955
765	0.7923215229	0.3791551393	0.8283077983	0.8480344179
766	0.7924539274	0.3791127919	0.8284039553	0.8480989513
767	0.7925493769	0.3790374655	0.8284720664	0.8481419736
768	0.792547908	0.3790108635	0.8284600468	0.8481097069
769	0.7927585672	0.3789664902	0.8286483541	0.8483140629
770	0.7927139514	0.3788809532	0.8286122953	0.8482817962
771	0.7927570852	0.3788691696	0.8286363345	0.8482817962
772	0.7927062689	0.3788383986	0.8286042822	0.8482710406
773	0.7925585272	0.3787481727	0.8284920991	0.848184996
774	0.7925662087	0.3786985295	0.8285001122	0.8481957515
775	0.7923445625	0.378664045	0.8283318376	0.8480666846
776	0.7923522427	0.37862853	0.8283398506	0.8480774402
777	0.7923061639	0.3785647683	0.8282917722	0.8480129067
778	0.7923152977	0.3785415785	0.8283118049	0.848055929
779	0.7923229778	0.3785113424	0.8283198179	0.8480666846
780	0.7923536996	0.3785007462	0.8283518703	0.8481097069
781	0.7924184489	0.3784212438	0.8283879291	0.8481097069
782	0.7924784337	0.3784030886	0.8284400141	0.8481634848
783	0.7925461022	0.3783808561	0.8285001122	0.8482280183
784	0.7926799717	0.3783290099	0.8286082887	0.8483248185
785	0.7927369997	0.3782996657	0.8286363345	0.8483140629
786	0.7927169104	0.378240761	0.8286363345	0.8483463297
787	0.7926660818	0.3782098802	0.8286042822	0.8483355741
788	0.7926982958	0.3781666619	0.8286483541	0.8484108631
789	0.7928244948	0.3780944119	0.8287485176	0.8484969078
790	0.7928014385	0.3780662386	0.8287244783	0.848464641
791	0.7929630707	0.3780318123	0.828840668	0.8485399301
792	0.7929199422	0.3779559591	0.8288166287	0.8485399301
793	0.792964566	0.3779196533	0.8288526876	0.8485721968
794	0.7929199422	0.3779040536	0.8288166287	0.8485399301
795	0.7927506095	0.3778704841	0.828692426	0.8484538855
796	0.79275533	0.3778420054	0.8286763999	0.8484001076
797	0.7929754509	0.3777794574	0.8288326549	0.8484969078
798	0.7930508105	0.3777098958	0.8289007661	0.8485721968
799	0.7932939238	0.3776251355	0.8290810603	0.8487012638
800	0.7933077829	0.3775738677	0.8290850668	0.8486905082
801	0.793330846	0.3775597183	0.8291091061	0.8487227749
802	0.7932000349	0.3774569304	0.8290249687	0.8486905082
803	0.7934277533	0.3773336646	0.8291892368	0.848798064
804	0.7934569839	0.3773104544	0.8292092695	0.8488088196
805	0.793464673	0.3772964808	0.8292172826	0.8488195752
806	0.793613877	0.3772649977	0.8293414853	0.8489378865
807	0.7935031205	0.3771997806	0.829257348	0.8488733531
808	0.7934661996	0.3771297261	0.8292293022	0.8488518419
809	0.7935877182	0.3770573694	0.8293454918	0.8489916644
810	0.7936246408	0.3770382898	0.8293735376	0.8490131756
811	0.7937246238	0.3769501571	0.8294256226	0.84900242
812	0.7937323152	0.3769200642	0.8294336357	0.8490131756
813	0.7938507454	0.3768150469	0.8295257861	0.8490884646
814	0.793930703	0.3767383143	0.8295778711	0.8491099758
815	0.7939999419	0.3766764356	0.8296499888	0.849206776
816	0.7939707258	0.3766206617	0.8296299561	0.8491960204
817	0.7939476451	0.3765843498	0.8296059169	0.8491637537
818	0.794132181	0.3765201507	0.8297461457	0.8492713095
819	0.794109098	0.376504725	0.8297221065	0.8492390428
820	0.7940921443	0.3764611168	0.8296940607	0.8491852649
821	0.7942351944	0.3764335566	0.8298222699	0.8493250874
822	0.7941982928	0.3763495101	0.8297942242	0.8493035762
823	0.7942951817	0.3762567558	0.8298743549	0.8493788653
824	0.7941613902	0.3761980515	0.8297661784	0.8492820651
825	0.7941844748	0.3761641495	0.8297902176	0.8493143318
826	0.7943243859	0.3760885582	0.8298943876	0.8493896209
827	0.7942428896	0.3760442042	0.829830283	0.849335843
828	0.7941491398	0.3760158429	0.8297741915	0.8493250874
829	0.7940184525	0.3759893178	0.8296900542	0.8492928207
830	0.7942059878	0.375960727	0.8298022373	0.8493143318
831	0.7943089943	0.3759292513	0.8298783615	0.8493681097
832	0.7943997675	0.3758730471	0.8299624988	0.8494649099
833	0.7945303683	0.3758163424	0.8300466361	0.8494971767
834	0.7945303683	0.3757996638	0.8300466361	0.8494971767
835	0.794342941	0.3757631618	0.829934453	0.8494756655
836	0.7942890641	0.3757131257	0.8298783615	0.8494003764
837	0.7945964535	0.3756677197	0.8300947146	0.8495294434
838	0.7946625336	0.3756377459	0.830142793	0.8495617101
839	0.7946625336	0.375613354	0.830142793	0.8495617101
840	0.794550546	0.3755578434	0.8300987211	0.849615488
841	0.794550546	0.37554919	0.8300987211	0.849615488
842	0.7946750378	0.3755255042	0.830186865	0.8496692659
843	0.7948688137	0.3754734026	0.8303471265	0.849819844
844	0.7949271922	0.3754654896	0.8303871919	0.8498413552
845	0.7948319212	0.3754256167	0.8303190807	0.8497983329
846	0.7950625896	0.3753663601	0.8305073881	0.8499704222
847	0.7952085019	0.3753199875	0.8306075515	0.8500242001
848	0.7951898256	0.3752444673	0.8305674861	0.8499381554
849	0.7952789845	0.3752382731	0.8306396038	0.8500026889
850	0.7951898256	0.3752197654	0.8305674861	0.8499381554
851	0.7953125757	0.3751853066	0.8306436104	0.8499596666
852	0.7955689829	0.3751405395	0.8308279112	0.850077978
853	0.7954644486	0.3750362629	0.8307397673	0.8499919333
854	0.79551837	0.3750011832	0.8307958588	0.8500672224
855	0.7955843904	0.3749862284	0.8308439373	0.8500994891
856	0.7955018742	0.3749403216	0.8308198981	0.8501640226
857	0.7954925158	0.3749183674	0.8307998654	0.8501210003
858	0.7955002203	0.3748342968	0.8308078785	0.8501317558
859	0.7956905944	0.3747755198	0.8309441008	0.8502178005
860	0.7956383216	0.3747012489	0.8309000288	0.8501747782
861	0.7956014584	0.3746949877	0.8308719831	0.850153267
862	0.7959623345	0.3745975134	0.8311444277	0.850357623
863	0.795950284	0.3744983724	0.8311524408	0.8504006453
864	0.7958397087	0.3743829107	0.8310683035	0.8503361119
865	0.7959579918	0.3743605297	0.8311604539	0.8504114009
866	0.7960548295	0.374344643	0.8312405846	0.85048669
867	0.7961620015	0.374301693	0.8313006827	0.85048669
868	0.7961559875	0.3742541272	0.8313046893	0.8505082011
869	0.7961328615	0.3742423549	0.83128065	0.8504759344
870	0.7962048601	0.3742127923	0.8313247219	0.85048669
871	0.7961482787	0.3741838606	0.8312966762	0.8504974455
